area,item_code,target2_code,addr2,lng,addr1,open_info,target2_etc,type,close_info,zipcode,img_name,name,target1_code,target1_etc,idx,item_etc,lat
대구,1,1,리더스뷰 204호(2층) 역세권,128.459699,대구 달성군 유가읍 봉리 614,평일10:00~22:00  주말 11:00~22:00,,1,화요일,43018,bfb9a86acf7f4f42872e95c4a068f3fd.png,역세권,2,,867,,35.69200229
경기,99,1,1층 갓츠킹,126.9162245,경기 평택시 청북읍 청북남로 253,오전11시~오후9시,,1,연중무휴,17808,286c16d1baaf43909272ad1d5bf1da93.jpg,갓츠킹평택청북점 ,1,,866,도시락,37.01889542
경기,99,1,제주커피,126.8161049,경기 화성시 우정읍 3.1만세로 16,am 8:30 ~ pm 9:00,,1,없어요.,18567,647d08df96264cd3abe15bf6cb5aa6ad.png,제주커피 화성조암점,99,가족,865,음료 메뉴 전체에서 선택,37.08130125
기타,,,풍남동 3가,127.1534818,전북 전주시 완산구 한지길 66,,,99,,55041,00d30fd56a614090b511a55e39455131.png,유한회사 미래나르기 ,,,864,,35.81738929
경기,1,1,202호 스페로수학학원,126.7345764,경기 시흥시 배곧4로 103,,,2,,15010,4833e722b692462992ecec3dc59ea193.jpg,스페로수학학원,1,,863,,37.37385952
서울,99,1,5층 티나에스테틱 ,126.9776984,서울 관악구 남현길 7,11시~10시,,99,일요일 공휴일,8806,c9af89d43c184c9f83c961162d90f479.jpg,티나에스테틱 ,1,,862,두피케어,37.47606844
경기,1,"01,02",1층,127.1742935,경기 포천시 호국로 1149,07:00-21:00,,1,일요일후무,11158,6f6d9361de15407aa976d52445424fe9.png,올레찹쌀꽈배기 ,99,상황에따라,861,,37.86573917
강원,99,,1층(유)늘푸른환경,128.4657275,강원 영월군 영월읍 은행나무6길 13-18,08:30~18:00,,99,,26237,ff09d0b7d7d545968e1138e5b4e3a1e8.png,(유)늘푸른환경,99,환경개선(청소)부족 아이거주 세대,860,거주지대청소및 소독,37.17882178
울산,1,1,상가105호,129.4377922,울산 북구 강동산하2로 43,11~22,,1,일요일,44264,aff9c59efff9482ca86197fed1e1256d.jpg,용식이족발(강동점),3,,859,,35.62517082
경기,99,1,103호 다비치안경원 부천상동역점 ,126.7531635,경기 부천시 상동로 78,10:00~21:00,,3,"설,추석 당일 휴무",14545,4cee5ee2cda94f489608c0fe294e6033.jpg,다비치안경 부천상동역점,99,"어려운가정,가족모두혜택을드리고싶습니다",858,안경 10만원지원금액,37.50404618
충남,1,1,1층,126.9129498,충남 부여군 부여읍 궁남로 5,오전 9시 ~ 오후 5시,,1,없음,33166,5c0fa06a2e364666a0b1c681aea1713f.jpeg,사비면옥,1,,857,,36.27569722
서울,99,"01,02",306호,126.8871007,서울 금천구 디지털로9길 46,오전 10시 ~ 밤 10시,,2,일요일,8512,3ec8e39606be4f42914f9bd245532af3.png,티엔티 스피치,1,,856,보이스 트레이닝 1회 (예약 필수),37.48005881
서울,1,"01,02",지하 1층 13호,126.9606899,서울 관악구 남부순환로 1904,11시~10,,1,없음,8792,0c28f05534e04c0a865da8a6d47b9423.jpg,하루하나,2,,855,,37.47786558
전남,1,"01,02",삼대떡볶이 남악점,126.4725694,전남 무안군 삼향읍 남악리 1650,낮12시 ~ 밤 11시,,1,,58568,9b20ea7586c3482f83e2212b375f896f.jpg,삼대떡볶이 남악점,3,,854,,34.81113985
경남,1,1,메종드테라스 139호 투고샐러드,128.6817807,경남 창원시 성산구 상남로 107,매일 10:00~21:00,,1,브레이크타임 15:30~16:30,51494,25cace0acdd9473bb2e1a7a6535f91c5.jpeg,투고샐러드 창원상남점,1,,853,,35.22311174
경기,99,"01,02",상가동 1층 117호(파파후라이돈),127.0500435,경기 수원시 영통구 매영로 84,오후1시~밤11시,,1,,16542,b712dd0fa6f04c51ae2ddd65288aa290.jpg,파파후라이돈,1,,852,오리지널후라이돈 1박스,37.26819975
강원,99,"01,02,99",센트로빌딩4층.차일드유,128.870051,강원 강릉시 선수촌로 67,월~금 1:30-7:30,원비 50% 감면,2,"토요일, 일요일 휴무",25522,1b6c8fb12c0b49fdaff9220272ea4142.jpg,차일드유 유천캠퍼스,1,,851,원비 50% 할인,37.75684619
서울,99,"01,02",1층 더카페 이네스트점,126.8900295,서울 금천구 범안로 1155,07:30~21:00,,1,,8587,09ea7f4adc0f413fb7e430694fff1409.jpg,더카페 이네스트점,2,,850,"음료1, 베이커리1",37.46681871
경기,99,1,1층 다비치안경,126.8351966,경기 고양시 덕양구 충장로 140,10:00 ~ 21:00,,99,명절 당일 휴무,10495,c043a4f3287647a19c711dd3d97bf2de.jpg,다비치안경 행신점,1,,849,안경테+안경렌즈,37.62473958
서울,1,1,성원상떼뷰오피스텔 107호 루트비커피,127.0626068,서울 성동구 아차산로15길 10,07:00 ~ 18:30,,1,일요일 (임시휴무있음),4798,d6cd6ec5b9634719b09c62427c8b4cb2.png,루트비커피 성수점,1,,848,,37.54369624
대전,99,1,1층 HEIMISH 헤이미쉬 카페,127.3402434,대전 서구 관저동로 85,오전11시~오후22시,,99,매주 일요일 격주 휴무,35378,96fe7adf0f144abbafb82b532738e3ab.jpg,헤이미쉬카페,1,,847,디저트와 음료 제공,36.29974788
경기,2,1,앤의식탁,126.8386024,경기 안산시 상록구 사동 1570,평일10~10   토 11~9 일 1~9,,1,평일 3~4  브레이크타임,15577,97bec1194c49492b8c0f3b43b73a7766.jpg,앤의식탁,2,,846,,37.3010729
경남,99,1,세원빌딩 1층 가마치통닭 ,128.7293339,경남 김해시 진영읍 김해대로361번길 13,"평일:4시ㅡ새벽1시, 주말ㆍ공휴일:1시ㅡ새벽1시",,1,없음,50862,,가마치통닭진영점,2,,845,통닭  1ㅡ2마리 +음료,35.30805074
서울,,"01,99",1층,127.0266419,서울 강북구 덕릉로 115,,"입양보류아동,무연고아동",1,,1069,,인생푸드,,,844,,37.63513651
전남,99,1,73,126.9059986,전남 장흥군 장흥읍 중앙로 73,"평일 9시~7시,토요일 5시까지",,99,"일요일,공휴일 휴무",59328,5a1423e0ed574140a4ad7b5b41e4ff74.jpg,미래컴퓨터,2,,843,컴퓨터 프로그램 수리비 무료,34.68229697
대구,2,"01,99",상가 3층 센트럴1리딩영어 상인캠퍼스,128.5463527,대구 달서구 송현로7길 20,오후1시~7시,영어공부를 하고싶은데 학원비가 없는 ,2,"토,일,공휴일",42802,32ffe653f7494c7397892712d5331ae1.jpg,센트럴1리딩클럽영어교습소(상인캠퍼스),1,,842,,35.82091867
울산,99,99,2층,129.3454393,울산 중구 고복수길 6,1시~5시,성적우수 초등생,2,"주말, 공휴일",44489,befa0b9467534438b3085b4ad2eaa680.jpg,제이앤제이뮤엠영어영재수학,1,,841,영어 강의,35.57343898
인천,1,1,백탄깍두기,126.6801185,인천 연수구 벚꽃로 130-3,평일 오후4시~11시 / 주말 오후 2시~11시,,1,,21927,5fc55c6eff084587ba9ff4b257d49989.jpg,백탄깍두기,1,,840,,37.41620815
울산,99,1,1층,129.4273111,울산 동구 대송로 19,9:30-20:30,,1,없음,44053,d6acf9059d6d45c5a22467ad8d4fd6a3.jpg,하남성,2,,839,짜장면 볶음밥 탕수육,35.50409284
경기,99,1,미니스톱용인외대점,127.2533935,경기 용인시 처인구 모현읍 외대로 36,07시~22시,,1,명절,17035,e39df9cc1b19490a90d7bb452b7d6aa7.jpg,미니스톱용인외대점,2,,838,"김밥,샌드위치,도시랑등",37.33580702
전북,2,"01,02,99",1층 마주봄펫,126.7194765,전북 군산시 수송동로 15,11:00 ~ 19:00 예약제로 운영되어 변동가능,"기초생활수급자, 유기견입양자",99,일월휴무 예약제로 운영되어 변동가능,54100,5c0c6f96d7cb4ce4827b48e84765fa3c.jpeg,마주봄펫,99,제공대상 가정의 반려견,837,,35.96101295
경기,99,"01,02,99",동탄아이티밸리2차 317호,127.1034866,경기 화성시 동탄대로 706,가게는 아니고 사무실입니다,,3,,18463,1110dc082a294794921914657095d4bf.jpg,엘리사,99,기관이나 가정,836,방향제,37.21472131
경기,1,1,소노펠리체 b동 101호,127.2860625,경기 용인시 처인구 양지면 교동로 10,8~18시,,99,연중무휴 예약제,17158,e93a4c8f6dd44532b914f014940fe069.jpeg,케미 케이크,1,,835,,37.23569684
경기,1,1,상가104호 파더스김밥앤카페,126.7580017,경기 파주시 와석순환로 16,am10:00~pm8:00,,1,없음,10908,aed85a673e044c3f9cbdd2cbfc3c50f5.jpg,파더스김밥앤카페,1,,834,,37.71091051
서울,99,1,203호,127.1637038,서울 강동구 동남로82길 120,10월 20일,,3,공휴일 일요일,5224,bc173fd2a34149a3850d85a3ca8dbc70.jpeg,벨라로그,1,,833,주니어컷,37.5600131
경기,2,1,104호 티니샵미니,127.5061034,경기 양평군 양평읍 공흥리 293-1,11월 19일,,99,"일요일, 공휴일",12550,569e13035a67420aa01f51ab419dd93b.jpg,티니샵 ,1,,832,,37.49343831
전북,99,1,세컨페이스 안경원,127.1170206,전북 전주시 완산구 용머리로 62,09:00-20:30,,99,연중무휴,55081,2108a5e45f9d4ac88f9ed5f472bad6e3.jpg,세컨페이스안경 전주점,1,,831,학생안경.안경렌즈,35.80633056
경기,1,1,1층 ,127.1070938,경기 성남시 분당구 성남대로331번길 9-13,11:30~24:00,,99,매주 일요일,13558,025551e3de414f32ba03a16f2459df4d.jpg,미담,99,,830,,37.36450664
경기,2,"01,02",1층 105호,127.1884631,경기 하남시 미사강변대로54번길 125,오전 10시~오후 9시,,1,매주 일요일,12919,5be1fed600654b3c8fe823cd59e04e75.png,미사상회,1,,829,,37.55791488
경남,99,"01,02",.,127.904617,경남 거창군 거창읍 개화1길 111-27,08:00~17:00,,1,공휴일 휴무,50124,,사과한모금,1,,828,사과즙(거창한사과 그 두번째 이야기),35.70197968
서울,2,1,2층 주크(모드베베),127.037945,서울 도봉구 창동 703,,,99,,1428,60ff90ee67534226bb10b8ec9db5f5ab.jpg,주크(모드베베),,,827,,37.65304462
경기,99,"01,02",503,127.207591,경기 하남시 하남대로 809,10~21,,99,빨간날은 쉽니다.,12957,79fc5cc3709b4a579599fb64c8f56f7f.png,아라뷰티케어 ,1,,826,기본케어 & 여드름케어,37.54105884
경기,99,"01,02",3층 베스트탁구교실,126.722374,경기 시흥시 중심상가로 38,09~24,,99,없음,15040,,베스트탁구교실,2,,825,단식/복식,37.35266699
인천,99,1,선학하키경기장 103호,126.7017983,인천 연수구 경원대로 526,09:00-18:00,,2,연중무휴,21908,228cf8a528a048f182746a32b7f33460.png,한국심폐소생술교육원,1,,824,심폐소생술 교육 및 병의원 의료지원,37.43075584
제주,1,"01,02",올드캡,126.3019133,제주특별자치도 서귀포시 안덕면 녹차분재로 58,오전11시-오후7시 (라스트오더:오후6시30분),,1,매주 수요일,63521,1cf4a0c9a9184110a379be95f93d0022.jpg,올드캡,2,,823,,33.29087359
충남,,1,동근이숯불두마리치킨,127.0116068,충남 아산시 권곡동 534-15,오후4시~익일 새벽1시30분,,1,,31519,,동근이숯불두마리치킨,1,,822,,36.7865694
경기,1,1,거묵프라자 303호,126.7182868,경기 파주시 청석로 264,12:00-23:00,,1,매주 월요일,10874,5b998ad889244574af4062f698272075.jpeg,백년손님서서갈비무한리필,2,,821,,37.72558371
전남,1,1,맘마쿡,127.6986085,전남 광양시 중마청룡길 29,09:00~18:00,,1,"토,일,공휴일",57786,651bed953cea4cf68010fcc05e7e1408.jpeg,맘마쿡,99,아이 양육자,820,,34.94231132
서울,99,1,1층,127.0415619,서울 서초구 강남대로12길 50,11시30~14시,,1,14시~17시,6779,1a398b9021244e6eb11ee23f97b2c2c8.jpg,해물과차돌박이 ,2,,819,점심단품메뉴,37.47081116
서울,2,1,현대백조아파트상가 a동 102호,127.1292595,서울 송파구 오금동 11,오후 3시~새벽 1시,,1,없음,5652,1ff26b78ea274cc1be1bd18d8b206cb4.jpg,1974,2,,818,,37.50939106
경기,1,1,상가 돌빙커피,127.1852913,경기 용인시 처인구 명지로16번길 26,10:00-22:00,,1,"매월 첫째 월,화 휴무",17054,9a9b9f64ceaf4103965a59ed87fb43d6.jpeg,돌빙커피본사직영점,2,,817,,37.23560688
경기,99,1,라베니체마치에비뉴2차 1층 105호,126.67961,경기 김포시 김포한강2로23번길 72,평일 17:00~24:00  주말 12:00~24:00,,1,주말 15:00~17:00 휴무 매주 월요일휴무,10090,5678e5fdac954d6cbaca53e73295c28c.jpeg,두리상회,2,,816,파스타&피자,37.64018635
인천,1,1,1층 삼화리,126.6989662,인천 남동구 문화로 83-1,Pm3:00~am01:00,,1,없음,21568,,삼화리,2,,815,,37.44662287
강원,99,1,스테이지풀빌라카페,128.5607389,강원 고성군 토성면 토성로 124-1,09:00~19:00,,1,연중무휴,24764,,스테이지풀빌라카페,3,,814,카페음료,38.25651478
인천,99,1,102호 비바살롱,126.6558606,인천 연수구 옥련로 147,11:00~20:00,,99,따로없음.매주일요일 휴무,21954,b568537066e04843ac739262e2f93a2e.jpeg,비바살롱,1,,813,컷트,37.42564221
서울,1,1,1층 ,126.911789,서울 은평구 갈현동 509-1,09~19시,,3,,3325,08fbc2ac75834f45a21ed10180076746.jpg,선경하우징,1,,812,,37.61519564
경기,1,1,달리는커피여주점,127.6405712,경기 여주시 청심로 185,오전9시~오후8시,,1,일요일정기휴무,12620,b6a8e6a762214a13bf5644d38c7d528d.jpg,달리는커피여주점,1,,811,,37.2967041
경기,99,1,백두프라자 101호 악마국수,126.9541335,경기 안양시 동안구 평촌대로217번길 27,11시~22시,,1,16시~17시,14072,e274dc2484ec42eeb2e8a6c7b3f2c762.jpeg,악마국수,1,,810,"Noodle, rice, side",37.39032941
경기,1,1,H스퀘어 S동  1층 116호,127.1086985,경기 성남시 분당구 판교역로 231,,,1,,13494,,이디야커피판교테크노밸리점,2,,809,,37.40133487
서울,99,99,405호,127.0359669,서울 도봉구 도당로 76,wannabegoods_lux,마스크가 필요한 어린이,99,"토,일",1343,e2a4090e32ce4669b6570cb8d9354a4a.jpg,워너비굿즈 ,2,,808,어린이 구리사마스크,37.66457204
부산,99,"01,02",1층,129.0115807,부산 사상구 주례로 7,17:00-02:00,,1,매주일요일,47006,577b139c17af4cc08e7180fd83ea6160.jpg,육회푀유,3,,807,육회비빔밥 불고기비빔밥,35.1503976
경북,99,1,로제12,129.341864,경북 포항시 남구 효자동 603-6,11.30~21.00,,1,없음,37835,80e0f14648e14473857728403eab47fc.png,로제12,1,,806,파스타 피자 라이스,36.00558454
서울,1,1,1층,126.9672412,서울 종로구 옥인길 28,24시간,,99,없음,3034,1f8123a650ae43529c4594ee4080c07f.jpg,콤콤오락실,1,,805,,37.58097324
충남,1,"01,02",1층 생과일다방,127.14965,충남 천안시 동남구 대흥로 301,08:00 ~ 21:00,,1,매주 일요일,31121,72848b44bfc040c0ad51cf5d3c7721f8.png,생과일다방,2,,803,,36.81480453
경북,1,1,103호 104호,128.4296948,경북 구미시 산동읍 신당리 1407,11:00 ~ 21:00,,1,15:00 ~ 17:00,39464,1b9daf10ad294df4b3697a79583ea82c.jpeg,풍국면산동점,1,,802,,36.1553143
전북,2,1,1층,127.1170468,전북 전주시 완산구 전룡로 36,10:00 ~ 23:30,,1,비 정기적,54954,dca49f51d0aa43ee824014d630499607.jpg,지정환피자서신진북점,2,,801,,35.8263798
부산,1,1,나드리김밥,129.2839465,부산 기장군 장안읍 길천1길 14,9:30~8:30 브레이크 2시4시까지,,1,매주 일요일,46036,,나드리김밥고리점,1,,800,,35.32902987
경기,,"01,02",303동201호,127.2021781,경기 남양주시 진접읍 부평로48번길 13,3시-10시,,2,,12022,9306cb9a0cab435187987d4959b1b555.jpg,정은희 개인과외,1,,799,,37.7399527
경기,1,"01,02",뉴욕야시장,127.0452854,경기 수원시 영통구 매탄로108번길 52,16:00-02:00,,1,일요일,16545,dd6eca14863f41909a974db6bffb3b30.jpg,뉴욕야시장영통구청점,3,,798,,37.259432
충북,2,1,엘마트네 수산코너,127.4877363,충북 청주시 청원구 중앙로 91,09시부터21시,,99,없음,28538,,다정유통우암점,1,,797,,36.64539556
부산,1,"01,02",2층 밥상극장,129.0584846,부산 부산진구 중앙대로635번길 11,오전11시-오후3시,,1,"토,일 휴무일",47351,150de3cb6d8d4cb0b8cd6fd7537450a0.png,밥상극장,2,,796,,35.14920364
부산,2,1,1층 오늘쉐프,129.0498556,부산 부산진구 새싹로 184,오전9시-오후9시,,1,휴무일-명절,47132,1cdb90e3bfaa4ce387d2965a0fdab260.jpg,오늘쉐프연지점,1,,795,,35.172508
서울,1,1,2층 오후의과일,126.9534873,서울 관악구 봉천동 1599-4,11~22,,1,매주화요일,8788,d2577cc8b8b44d20a783220e01b691ff.jpg,오후의과일,2,,793,,37.47927764
서울,1,"01,02",2층 작심스터디카페 발산점,126.8373033,서울 강서구 강서로 324,24시간,,2,365일 영업,7680,478a824727114b6484272f3a0e33dcaa.png,작심스터디카페 발산점,1,,792,,37.55459095
경기,2,1,1층,127.1275539,경기 성남시 수정구 복정로 32,오전11~오후8시,,99,매주화요일,13119,df87220ab0ea41a49724dbf48189a0de.jpg,헤어잇다 ,2,,791,,37.4557595
대전,99,1,고기삼촌,127.3342928,대전 유성구 장대동 270-12,월~토 9시30분~20시50분,,99,일요일휴무,34173,00a6f066366f4367ad694a68d6fd5c80.jpg,고기삼촌,1,,790,"삼겹살.목살.떡갈비,곰국등중1팩한정",36.3601782
경기,1,1,101호,127.0522798,경기 화성시 능동 1162-1,12시-12시,,1,격주일요일휴무 미리전화확인유,18428,4fcca732efeb4e29b913533b7450a713.jpg,인생역전족발,3,,789,,37.19778657
